PCA1,PCA2,Student_Clusters
-1.2276129403252196,0.11525421045460507,2
-1.8803904736274448,1.8626423449878577,3
-0.986584268880373,-1.970112236294803,4
0.3722188180853469,0.9005438975113487,1
-1.164205631885244,0.22415417587125303,2
-0.35094148280158477,-0.6949779740924875,2
0.37609744649534915,2.553229048920612,3
-0.32705724142719494,0.9642980912125761,3
0.46356041274039256,-1.0826172626854416,4
-0.7078984856212464,-0.9160753366624532,2
0.7871313782593531,-1.1200235469715627,4
2.231485877428464,-1.0714574742321665,4
-0.6756477653920686,-1.5168458105751856,4
0.08808249668479076,-0.6775963442052659,4
-1.834285893938331,-0.10659053230426097,2
1.3695592173305233,1.3277030262395875,1
0.22548181801894226,-0.42267582143643434,1
-0.445422536168409,-0.49896411600019974,2
0.9252867461161083,-0.4129030282172335,1
0.7990045739785426,-0.48110197870752447,1
-1.0283484055049021,1.2831869210482933,3
-0.21680717580447603,-0.3858647764462865,1
-1.6923269263539686,1.8126553823638065,3
-2.638782921804403,0.04160173259027469,2
0.9136740718716658,-0.5421140138815763,1
-0.05483526394565305,0.21473853198666382,1
0.4254807966314391,0.22582833183975612,1
1.1824676753334804,1.0075063511136488,1
1.6953803667185066,-2.3589326496320724,4
3.332746514738209,1.6525418429960768,0
-0.2661495897182991,2.0321503186310075,3
-1.6505706722909923,0.49245765879994857,2
0.3654732339264469,0.4690583217086459,1
-1.1059483922416349,0.6714475737251195,3
1.5813438541902547,-0.41995774552500237,1
1.2199786670038875,-1.1133014944765411,4
0.6204887657106776,-0.5121820619708572,1
5.30849969974756,4.625853526570572,0
0.7181966637818541,1.813996899696458,1
1.2077111546764199,-1.670085267051812,4
3.0927448951277032,1.852729066735173,0
-8.367162040825584e-05,-1.3434855505668168,4
3.839563928360703,1.1228309150858127,0
2.2363169370894576,-1.986837185181975,4
1.7836403209513554,-0.7908503425200022,1
1.9320664446095552,-0.38403162614243885,1
-2.1513418618651197,-0.4999509484092863,2
-0.7804328017804655,1.2902451415775416,3
0.7858629170840666,-0.6017064628829865,1
0.13834174064826785,-0.17230574841319887,1
-1.7963873947129807,1.513059540825398,3
-0.6807866495764898,0.37124058517861064,2
0.9632605755779169,-1.348290217279733,4
0.46657041478065564,-1.4143792723020898,4
0.13552972624275159,0.1701671047097396,1
-1.731081495590395,0.48097880643055096,2
0.11226031090992697,0.5508952889447776,1
-1.2891420273176166,0.8365428232119348,3
-0.9490166116594133,1.7677352767579282,3
3.0792881517335426,1.2000883477776847,0
0.20836930441288273,1.6641503971935399,3
-1.2859440487068112,0.47057668899381383,2
1.8649206252069155,-2.050956230636164,4
0.6963467044895023,-0.7038924646600112,1
-0.8251665127288061,0.32733546737275176,2
-0.12985080945562075,-0.45009677717932106,1
2.6598991851109695,4.761777526716349,0
-0.971838277888013,1.8660997161414123,3
-0.9075301182799506,2.029869573458237,3
-0.7013124445706768,0.8059168555582272,3
0.3488991587712619,2.6045300218429746,3
0.870723241457166,1.4665647377642441,1
0.5408070406914623,-2.8166791293800473,4
1.5301507573876283,-1.6884031746582167,4
0.763963976410296,-0.6999179911374135,1
1.3156426709509865,-1.545566765371136,4
-0.9274337992908142,-0.8700987314551705,2
-0.10189966187433433,-1.4175868020912858,4
-0.1771347418746107,-0.9321730569747185,4
-2.3383252260020315,1.4206840064889497,3
-1.0437570630166402,1.6784560307517722,3
-2.177127910499782,-0.4316997085530556,2
1.6000675646954685,1.0407633784320642,1
-0.6857648763076133,-2.4405927694670204,4
-0.8912183335676591,0.053227666374482466,2
-0.8059461721767084,0.5869503621686207,3
-0.9072318572581005,0.8138839652248903,3
-0.7050869087131761,1.5681232199268034,3
-1.9490074937322266,-0.4245585978952554,2
-1.7936373651800468,2.197768281081554,3
-1.1444410815116284,1.9336665735114058,3
-0.8769950077688962,0.2589117798829264,2
-1.3105921616287521,-0.7823512399710942,2
-1.5761720016373222,-1.4407095022974186,2
0.15384893354867019,2.608748862362446,3
-0.8010053021289665,0.8304172145741963,3
1.0924550761644096,0.27840653661075254,1
-0.28086416738806497,4.180757373204043,3
1.2272723265626104,1.2778621023448895,1
1.8538769185647106,-0.6064825354850971,1
3.227614086658687,-0.3665690046600897,0
2.8368459913196897,2.230402051883784,0
2.524741345886842,0.09028117314487413,0
0.7362717822293555,1.434990210951596,1
2.779184918392612,0.155355976644872,0
0.8887080461645482,2.07338744165094,1
0.8021625273260715,-0.9168082217426492,4
-1.3655997493072891,1.2813205049574825,3
-1.3167928382991245,-0.3690616769202276,2
-1.588505012498538,0.8833915440526979,3
-1.5444697860913834,1.8602647524524647,3
0.8955812930692829,-0.4460245831284691,1
-0.8793298215947404,-0.8898636385736598,2
0.1659284638353774,-0.9196483053924459,4
1.0870545999778864,-2.0287709278279835,4
-1.0348751724530059,0.5199269995070145,2
0.025266155021916384,0.1256636915912368,1
1.3493457072867,-0.16867724225475014,1
-2.2118092403537384,0.7919423069781852,2
-1.5294178235569293,0.8042681842419239,3
0.13024249698686613,-0.3950291142071665,1
-0.6851439820485371,0.6772166187310645,3
0.42141682103004247,0.3287442118007094,1
1.7521674601419155,0.10301496753231798,1
1.7143844102606716,-1.643804891841543,4
-0.8686877031299013,0.6201173256454641,3
1.1240250814296011,-0.1708388404561907,1
-0.00820539407300069,0.32157657202465517,1
-1.3865748837811838,-0.25970378751088924,2
-0.7547198585145468,-0.44168222312382177,2
0.8966966506458216,0.47743966644361163,1
-0.37881421398647824,1.4159669582966652,3
-0.6051126532330232,1.7857529621603054,3
1.3772624663059334,0.5278242500901761,1
-0.11563644629120862,-0.5236515682486943,1
0.07289285986938344,0.671099181683298,1
-0.7541009349350621,1.4788238988986935,3
-1.1646376953083761,1.2933251596754425,3
-2.1316377675099676,0.7800313726675338,2
1.6429259669187108,0.9453142266009429,1
4.046308478436022,0.47123529362654426,0
-0.7545256363506117,0.1870407104636837,2
3.3616785583857474,2.5071554626464145,0
3.010949107523734,-0.004315255592989996,0
-0.7653730935553618,1.342351380496523,3
0.4882823599387825,0.2990910234916839,1
-1.9046635773997398,0.6332243524183395,2
1.0986751305293083,-0.5661211544346264,1
2.776757634053051,-0.04557801880641487,0
1.4538445614402198,-1.6708615513021479,4
1.7342733117061844,-0.5918264301447781,1
4.613246594144766,-0.15180579004312567,0
0.06270853982812166,0.8452161641325213,1
-2.1749750549292735,0.9925013427698371,3
2.221315690213854,-2.4404885405912626,4
0.9237283123166339,-1.2716335250576918,4
-1.105328858936834,1.103339086807094,3
2.297430790570716,-0.40799788666628045,1
0.27359714478393166,0.4204118798871317,1
-0.45528128129045214,1.2960758985190837,3
2.3254261409683266,0.7235945369957897,0
2.3071517211167336,1.5581675685100072,0
0.8731797063707949,-0.37475987608732714,1
1.4867646240693184,0.08770513687013567,1
-1.0930184749697143,0.06008189541728693,2
2.34311941573967,-1.7598927829791111,4
0.939777573450844,1.6004218589636976,1
-1.3657917865887852,1.0259205552653234,3
-0.639388167128482,0.10740465451075147,2
-0.05872334789626421,0.0707231499529817,1
-1.2961507464118809,0.5722354617192993,2
2.5104286483020046,0.5990288188189783,0
0.4934735149407289,-0.13840511163689548,1
4.120311723542139,-0.7916764848429563,0
1.5786187384232555,0.750228905489093,1
1.0773290490801863,-1.7092223274455802,4
-0.6774702191595671,2.2198225969215977,3
1.9991774343774333,0.18199393004224082,1
-0.08890146370250984,-0.49850901872396636,1
3.3855197321989174,-1.9526541195457847,4
2.069414564180419,0.9839100168386145,0
1.3015392517010638,-0.40457047639754834,1
5.34107632853761,0.39111667910293557,0
1.9472340840277338,-0.060924872178263804,1
2.300881009439191,-0.472648986070699,1
