PCA1,PCA2,Student_Clusters
0.16560337295356284,-0.676827962961833,4
1.6797097987557716,-1.4881410849017487,4
1.7186532727669266,-1.4643334670688606,4
-2.235782248137726,-0.08275244873017729,2
-0.6635331417026263,-1.042419004420543,2
-2.128006184965656,0.6631447604875796,2
0.4740409287791927,-0.8264990418359592,4
-0.722359870998932,-1.2735085032044031,2
-1.8349249635825633,-1.2300300366406878,2
-2.1442834305020217,0.05705238321186122,2
-2.4337369593188236,-0.11054087544071081,2
-0.02965030157614803,-2.0254492767871493,4
-2.4159344063318056,0.48717771826728934,2
-1.6260282699044697,-0.1003255163626925,2
-0.576416114153553,-0.2898112893019969,2
-1.6083759208182895,0.672876163569174,3
-2.9429317756513824,-0.07237106909731453,2
-0.13526686472580302,-1.9748424721512827,4
1.7088832803469454,2.263829011762236,0
-1.2635433761670882,0.10297088052770227,2
-1.3660019395508725,-0.19558029016637973,2
-2.264175836170201,0.5174969086024528,2
-0.7847448703356704,0.24018483893841483,2
0.03141838698050825,-0.807872959183877,4
-1.9796416700456185,-1.5476175302929447,2
1.1557389752957787,0.21899942879632672,1
-0.48354264310166084,-1.0438660740061612,4
-1.323547084522696,-0.37920111809400053,2
-1.5739421059447332,-0.4292410340699976,2
-2.2109157432393256,2.273453404127823,3
-1.8408151647201907,0.15788158124023557,2
-2.121283782775017,0.04593685312697691,2
-1.7277624645655305,1.124781830974154,3
-0.3641695646938307,-0.9061457840189058,4
-0.3601079299280158,-0.4418615550465918,2
0.6141145037051905,-1.0596553591212314,4
-2.3211785670319154,-0.045684819164429694,2
-1.8369060952029783,1.3511442473257695,3
-2.544917024305433,-1.2726933264220242,2
-0.6979887025971885,-2.3124725850848753,4
1.0013854118650405,0.8954404340496693,1
-1.0026576674052488,1.6111532612088255,3
-2.3924303271435012,0.21212987932493008,2
-0.30176449512745024,-1.433714877538441,4
0.9148442146503523,-0.9234315014056849,4
-1.8656444608910563,-0.07426892259315712,2
-0.8749614206796719,0.1528804150780676,2
-2.184290824867218,-0.614081701113232,2
-1.2256590519839599,-1.0835273185358725,2
-1.1234422334191194,-0.25290224076450085,2
-0.17054102912029925,-1.202283545146306,4
-1.6821039177021395,-0.5850149723988356,2
0.9960781361813635,0.07446017029189253,1
-2.2222189696018253,-0.5405983131583081,2
-1.0755014422711402,-0.4307598279719647,2
0.11602308544051912,-0.24979154110249022,1
-2.6563341750841256,-0.4104450553644964,2
-1.8895233947739514,-0.5230994407882824,2
-0.1191949673872831,-1.9541072549383116,4
-1.1302939706927746,-0.5848469724057674,2
-1.3508223055924844,0.08257231349481939,2
1.9498020191637893,-0.9988792487602248,4
0.33364935092315595,-1.7923507137423782,4
-2.3425040165108793,-0.6917365306642036,2
-1.3663657168476107,-0.051660898365987765,2
-1.2815392833992523,-0.06316248881434705,2
-2.002321386419579,0.4262567685401949,2
-0.8793339278534869,-2.04585634166353,4
-0.7605948525838614,-2.379602033419532,4
-0.3407464241068103,-1.5097935386376427,4
-0.9313119626912345,-1.638762489164713,4
-0.8789564939260704,-1.161619298052802,2
2.179473317305923,-1.2715817022580573,4
0.7524383667865786,-1.2699352759826283,4
-1.7093609728847647,1.4057947522239647,3
-2.0920398903345707,0.20133839916988694,2
-0.2964470041277178,-1.1234053411202864,4
-0.5451505723950971,-1.1896530530880576,4
3.565417345105872,1.1452072654462595,0
-0.7126563628154167,0.515934104517312,3
-0.8348595405920208,-0.8703250794544651,2
-0.5358444835169788,-2.0025395974341413,4
-0.8674055510562577,-0.24854981330891526,2
-0.563967969708039,-1.0291377378329676,2
0.766155195884275,-1.9628118532832306,4
-0.3211691353141335,1.7505376495526375,3
0.7542851450956196,-1.672332913544613,4
-1.8203241658896216,-0.8986679310705349,2
0.8676085186890111,-0.21370942385815098,1
-1.029220821066014,0.2767741693059314,2
-1.2017014383543545,0.033756655113086086,2
-2.0154398810290735,0.18745178839274979,2
0.4809579662511484,-2.3093366000474544,4
-1.4961731864073504,-0.43593779352209083,2
-1.239910404562862,-1.2890787786990765,2
-0.28278060918944814,-3.4269150902182144,4
-0.9666338787145559,-0.6937371789581678,2
0.604462980746832,-1.2206314610401974,4
-0.9856407965914558,0.2314592725327937,2
-1.9218766282526494,-1.2298853126656386,2
-1.825805810231453,1.096480873357803,3
-2.2614448624839874,1.1447113297998206,3
-1.4113018753748352,0.33822766734161713,2
-0.9127557577191345,-0.6382600163502511,2
-2.581516784540918,-0.2670432412204766,2
-0.7935609254202898,-2.2441548842561923,4
-1.2842087562360218,-2.735393325953057,4
-1.6398323684466174,-0.4508863259749717,2
-2.171331596069562,0.11155112340729809,2
-2.765960974159503,1.0801322711206331,3
-1.8121801344166597,1.033975269822761,3
-1.1812498780849954,-1.580503742579621,2
0.2933749902895921,-1.6796525988441202,4
-0.8032182213916952,0.45667288046852095,2
0.5223693013078949,0.18652735653185065,1
-2.0703482106951476,0.7220652299413136,2
-1.4654552555387448,-0.5127113746047349,2
-0.08498637572289895,0.11692884741457797,1
1.270892911865916,0.1424149329119713,1
-0.7448591718491793,0.305167573500324,2
0.6437317227590977,-2.1490269886745814,4
-1.59682181005845,-0.8494734733691061,2
-1.2367649247299177,0.042064336904103154,2
-1.5608837092129686,1.6394760583919614,3
0.2981689869027437,-0.11544548967607919,1
-0.8548809558780112,-0.252408454643987,2
-1.3554571253284882,-0.47743522253672604,2
5.75315623423612,0.2696354580169405,0
1.929742738924671,0.6769264909611967,1
-2.019047059753575,1.2813446450136734,3
0.34960361677091123,0.7038853725802486,1
2.3038556675924347,-1.0968718628395748,4
0.5935318403883525,0.9372183288422832,1
-0.5138185992812062,0.6077556197635813,3
0.8372101272097875,-0.28335288907251843,1
-1.4224584555782314,0.7824728175291695,3
1.4437997010312242,-0.4699897605515233,1
1.7388993858423978,1.116161076306956,1
2.3238495719717513,-0.9127251801998806,1
-1.3732899341468428,0.12795255411217274,2
-1.2183338140587225,-1.5132972937519502,2
1.1168213422253783,0.3550699157483056,1
-2.8073585482008867,-0.3088508614894882,2
1.1976743629114825,-1.3296569176470074,4
3.0016441560686795,0.6041097547105052,0
0.09791567966768405,-1.7019038604397374,4
1.308045065767761,0.20772082776755582,1
0.17243582055069306,-1.8550130681883088,4
0.7900786025936042,3.0045014773161514,3
3.238026860643741,-0.16072644691037236,0
5.4957221704749815,2.290093837557395,0
1.8768991652268487,-0.10729776150828083,1
-0.7824082209450532,0.6031275701777828,3
4.05659864491963,4.092872872108674,0
-0.7747559780236205,-0.23671898707442024,2
-0.400069325240623,-2.1230577039445637,4
1.6246377026128644,-1.3819190890260649,4
4.127938908394442,-1.1060240315429402,0
1.9160204635376068,-2.1277504309108015,4
-0.5418350989047583,1.3818459420100508,3
4.494408778183869,2.055074844071268,0
0.8746650914899167,0.16859737957994606,1
2.908628268424357,-1.1441816335896562,0
2.28908259904168,0.8255972305059872,0
5.739303686520592,0.8374998805685648,0
2.586445254118678,1.4831393037469296,0
1.9467214703655864,0.4551828141438008,1
-1.256752978116214,0.11460684942296365,2
0.482848568509622,-1.5858383459470893,4
-2.286588440201872,1.0539241365652146,3
1.5366893527437147,0.6729986142840843,1
0.3724701149386384,-1.1472349213024415,4
-2.0267624492155467,0.8208092586528085,3
2.800869222528659,0.6096759143840466,0
-1.123669865420747,-0.24785296467055562,2
-0.825623269747079,0.5405756875785593,3
0.35882770943635556,-1.1001834319913402,4
0.40324786566432513,-0.06460156766476491,1
-0.7256117851706517,1.549578985313446,3
-1.0906937227182534,0.9637940749709627,3
-1.794783405839823,0.784975527236811,3
-1.1201884580392236,0.34676642018828446,2
-0.6921410252455364,-0.695100578212528,2
-0.676231632285356,3.1314326695410797,3
-1.197583438471056,-0.5492002998910843,2
-0.7322471098621348,1.5212833895553928,3
-0.14233443864710937,0.0653459273127516,1
0.007175545826572762,-0.7122044370199199,4
-0.09000533998108316,0.6980576609943022,1
1.5051109859419396,-2.023327353561066,4
-0.19856645700255557,-0.3939713588326685,1
1.2339650045598376,-1.4107387485988903,4
1.2837625935432018,-0.44447629750642603,1
-0.7962926224892841,0.5545379346060205,3
0.3816815489664679,-0.6660980150634882,1
-0.46326847474371613,0.5969544179753851,3
-1.0379152398341966,0.8017030762095431,3
-0.8130350430215326,0.16124063037779504,2
-1.031740180661675,1.6613940276330939,3
-2.1607620388870274,0.5755811890826101,2
-1.8745020645811572,-0.11815951852349173,2
-0.7543117373748014,-1.8343885012169736,4
1.413137907266884,-2.1800278221078933,4
0.6129086960299287,0.23772449805502122,1
-0.6143163070101819,-1.46962599227802,4
-0.8793495117845415,2.4663969656140172,3
1.07282499190177,0.15371879569790017,1
-1.6961967942579685,1.025560594718997,3
1.3104231943210154,-1.9963353484223836,4
-1.4117804819771518,1.1241741306769102,3
